"","Country","Year","GDP per capita","Life Expectancy","Total Population","Group"
"34921","Gambia","1934",940,32.48928,234015,"Sub-Saharan Africa"
"34922","Georgia","1934",1339,43.2469442580948,2929603,"Europe & Central Asia"
"34923","Germany","1934",6738,61.1468360418577,66439556,"Europe & Central Asia"
"34924","Ghana","1934",1952,34.393,3079535,"Sub-Saharan Africa"
"34925","Gibraltar","1934",NA,NA,18311,"Europe & Central Asia"
"34926","Greece","1934",4990,52.07828,6253203,"Europe & Central Asia"
"34927","Greenland","1934",2035,34.8593096758555,20015,"Europe & Central Asia"
"34928","Grenada","1934",1564,46.50796,68474,"America"
"34929","Guadeloupe","1934",NA,38.4136206896552,180831,"America"
"34930","Guam","1934",NA,37.80716,19440,"East Asia & Pacific"
"34931","Guatemala","1934",2289,25.67652,1918783,"America"
"34932","Guernsey","1934",NA,NA,NA,"Europe & Central Asia"
"34933","Guinea","1934",582,33.6145268965517,2588541,"Sub-Saharan Africa"
"34934","Guinea-Bissau","1934",841,33.4522133333333,466967,"Sub-Saharan Africa"
"34935","Guyana","1934",3249,45.44056,350185,"America"
"34936","Haiti","1934",2027,28.94288,2448268,"America"
"34937","Holy See","1934",NA,NA,911,"Europe & Central Asia"
"34938","Honduras","1934",2266,36.8266,962852,"America"
"34939","Hong Kong, China","1934",2739,47.6031333333334,822959,"East Asia & Pacific"
"34940","Hungary","1934",5027,52.94448,8635353,"Europe & Central Asia"
"34941","Iceland","1934",4624,63.3672,124871,"Europe & Central Asia"
"34942","India","1934",1153,30.20384,285470839,"South Asia"
"34943","Indonesia","1934",1608,34.70736,53403726,"East Asia & Pacific"
"34944","Iran","1934",2591,26.62032,13315170,"Middle East & North Africa"
"34945","Iraq","1934",2343,32.57228,3728811,"Middle East & North Africa"
"34946","Ireland","1934",5045,58.7268,2907196,"Europe & Central Asia"
"34947","Isle of Man","1934",NA,NA,48557,"Europe & Central Asia"
"34948","Israel","1934",3351,31.9762,564900,"Middle East & North Africa"
"34949","Italy","1934",5760,56.8432,40771062,"Europe & Central Asia"
"34950","Jamaica","1934",1746,44.35548,1009819,"America"
"34951","Japan","1934",2885,47.95599,63863524,"East Asia & Pacific"
"34952","Jersey","1934",NA,NA,NA,"Europe & Central Asia"
"34953","Jordan","1934",2381,32.57612,376677,"Middle East & North Africa"
"34954","Kazakhstan","1934",3397,38.1398642580948,5564071,"Europe & Central Asia"
"34955","Kenya","1934",1561,27.3982,3076616,"Sub-Saharan Africa"
"34956","Kiribati","1934",1113,24.86584,31000,"East Asia & Pacific"
"34957","North Korea","1934",1006,36.67312,7366694,NA
"34958","South Korea","1934",945,38.60092,13929869,NA
"34959","United Korea (former)
","1934",NA,NA,NA,NA
"34960","Kosovo","1934",NA,NA,NA,"Europe & Central Asia"
"34961","Kuwait","1934",1456,26.85204,120719,"Middle East & North Africa"
"34962","Kyrgyz Republic","1934",1701,35.2769042580948,1447315,NA
"34963","Lao","1934",1116,32.38832,1506126,NA
"34964","Latvia","1934",2738,55.5510206367196,1625309,"Europe & Central Asia"
"34965","Lebanon","1934",4579,30.40924,868061,"Middle East & North Africa"
"34966","Lesotho","1934",422,34.80732,630150,"Sub-Saharan Africa"
"34967","Liberia","1934",1081,33.68888,787369,"Sub-Saharan Africa"
"34968","Libya","1934",4269,35.77344,1007296,"Middle East & North Africa"
"34969","Liechtenstein","1934",NA,NA,12018,"Europe & Central Asia"
"34970","Lithuania","1934",4681,55.3192,2142841,"Europe & Central Asia"
"34971","Luxembourg","1934",9981,60.0488,260091,"Europe & Central Asia"
"34972","Macao, China","1934",2415,46.5006,157434,"East Asia & Pacific"
"34973","Macedonia, FYR","1934",1904,43.237533577365,1044639,"Europe & Central Asia"
"34974","Madagascar","1934",1378,32.16012,3546360,"Sub-Saharan Africa"
"34975","Malawi","1934",356,30.5128,1601481,"Sub-Saharan Africa"
"34976","Malaysia","1934",2773,35.52832,4389308,"East Asia & Pacific"
"34977","Maldives","1934",859,35.40416,72566,"South Asia"
"34978","Mali","1934",636,28.20336,3913839,"Sub-Saharan Africa"
"34979","Malta","1934",2230,58.002723076923,274305,"Europe & Central Asia"
"34980","Marshall Islands","1934",941,NA,11450,"East Asia & Pacific"
"34981","Martinique","1934",NA,40.9116206896552,190959,"America"
"34982","Mauritania","1934",1002,33.5876,604001,"Sub-Saharan Africa"
"34983","Mauritius","1934",1965,36.7175829337841,391293,"Sub-Saharan Africa"
"34984","Mayotte","1934",NA,32.5,13624,"Sub-Saharan Africa"
"34985","Mexico","1934",2667,38.65668,17373870,"America"
"34986","Micronesia, Fed. Sts.","1934",845,36.15784,28511,"East Asia & Pacific"
"34987","Moldova","1934",1589,40.4146222222222,1944279,"Europe & Central Asia"
"34988","Monaco","1934",8438,NA,17379,"Europe & Central Asia"
"34989","Mongolia","1934",774,31.50236,746004,"East Asia & Pacific"
"34990","Montenegro","1934",2979,46.72908,330979,"Europe & Central Asia"
"34991","Montserrat","1934",NA,NA,12465,"America"
"34992","Morocco","1934",1428,34.45072,6617663,"Middle East & North Africa"
"34993","Mozambique","1934",431,33.0070533333334,5301322,"Sub-Saharan Africa"
"34994","Myanmar","1934",1699,30.52336,14751220,"East Asia & Pacific"
"34995","Namibia","1934",2996,34.17296,274780,"Sub-Saharan Africa"
"34996","Nauru","1934",2188,NA,2715,"East Asia & Pacific"
"34997","Nepal","1934",853,34.47216,6899013,"South Asia"
"34998","Netherlands","1934",8039,66.648,7875051,"Europe & Central Asia"
"34999","Netherlands Antilles","1934",NA,45.1666206896552,NA,"America"
